#Gn	Domain	Start	End	Eval
PLAA	WD40	271	297	0.12
PLAA	WD40	57	97	0.0043
PLAC8L1	PLAC8	72	155	1.5e-11
PLAC8	PLAC8	26	104	8.1e-15
PLAC9	PLAC9	23	96	1.2e-45
PLAG1	zf-C2H2	121	143	0.0024
PLAG1	zf-C2H2	121	143	0.0052
PLAG1	zf-C2H2	152	172	0.015
PLAG1	zf-C2H2	185	207	0.014
PLAG1	zf-C2H2	185	207	0.019
PLAG1	zf-C2H2	214	236	0.004
PLAG1	zf-C2H2	34	56	0.033
PLAG1	zf-C2H2	63	86	0.00076
PLAG1	zf-C2H2	92	114	0.055
PLAG1	zf-C2H2	92	114	0.081
PLAG1	zf-H2C2	200	223	0.00045
PLAG1	zf-H2C2	49	75	3.9e-05
PLAG1	zf-H2C2	79	101	0.00024
PLAGL1	zf-C2H2	32	56	0.0023
PLAGL1	zf-C2H2	32	56	1.4e-05
PLAGL1	zf-C2H2	62	84	0.00072
PLAGL1	zf-C2H2	62	84	0.0044
PLAGL1	zf-C2H2	91	113	0.14
PLAGL1	zf-H2C2	171	194	0.025
PLAGL1	zf-H2C2	22	45	0.23
PLAGL1	zf-H2C2	49	72	4.5e-05
PLAGL2	zf-C2H2	128	149	0.013
PLAGL2	zf-C2H2	158	180	7.1e-05
PLAGL2	zf-C2H2	191	213	0.04
PLAGL2	zf-C2H2	191	213	0.086
PLAGL2	zf-C2H2	219	242	0.021
PLAGL2	zf-C2H2	68	92	0.00077
PLAGL2	zf-C2H2	68	92	6.5e-05
PLAGL2	zf-C2H2	98	120	0.0047
PLAGL2	zf-C2H2	98	120	0.0095
PLAGL2	zf-H2C2	112	138	0.058
PLAGL2	zf-H2C2	206	229	0.0017
PLAGL2	zf-H2C2	85	107	1.6e-05
PLAT	EGF	86	117	2.2e-06
PLAT	fn1	41	78	8.3e-10
PLAT	Kringle	127	208	2e-22
PLAT	Kringle	215	296	2.1e-26
PLAT	Trypsin	311	556	4.7e-70
PLAU	Kringle	70	151	3.6e-22
PLAUR	UPAR_LY6	117	199	2.4
PLAUR	UPAR_LY6	216	294	8.6e-12
PLAUR	UPAR_LY6	25	99	3.2e-12
PLAU	Trypsin	179	419	1.5e-69
PLB1	Lipase_GDSL	1097	1360	4.9e-29
PLB1	Lipase_GDSL	394	667	1.2e-28
PLB1	Lipase_GDSL	741	1014	1.6e-26
PLBD1	Phospholip_B	66	544	2.1e-185
PLBD2	Phospholip_B	85	585	1.8e-166
PLCB1	DUF1154	903	941	6.4e-07
PLCB1	EF-hand_like	216	307	1.3e-10
PLCB1	PH	18	145	1.1e-44
PLCB1	PI-PLC-X	318	468	4.6e-58
PLCB1	PI-PLC-Y	540	654	2.6e-38
PLCB1	PLC-beta_C	1004	1172	7e-43
PLCB2	C2	683	777	1.2e-08
PLCB2	DUF1154	888	915	0.023
PLCB2	EF-hand_like	214	304	2.5e-09
PLCB2	PH	12	141	1.4e-50
PLCB2	PI-PLC-X	314	464	9.3e-60
PLCB2	PI-PLC-Y	546	659	8.3e-37
PLCB2	PLC-beta_C	979	1153	4.4e-74
PLCB3	C2	727	821	1.9e-06
PLCB3	DUF1154	951	987	0.00032
PLCB3	EF-hand_like	217	308	8.1e-10
PLCB3	PH	18	146	6.4e-42
PLCB3	PI-PLC-X	319	469	1.4e-56
PLCB3	PI-PLC-Y	590	704	3.8e-40
PLCB3	PLC-beta_C	1029	1200	3.2e-50
PLCB4	C2	703	795	5.4e-08
PLCB4	DUF1154	914	955	1.6e-18
PLCB4	EF-hand_like	216	301	1.9e-13
PLCB4	PH	12	140	3.2e-48
PLCB4	PI-PLC-X	315	463	9.5e-62
PLCB4	PI-PLC-Y	565	679	9.5e-40
PLCD1	C2	630	733	3.9e-17
PLCD1	EF-hand	148	172	0.0011
PLCD1	EF-hand	159	208	3.4e-26
PLCD1	EF-hand_like	204	288	2.9e-35
PLCD1	PH	19	126	1.3e-05
PLCD1	PI-PLC-X	298	441	8.7e-62
PLCD1	PI-PLC-Y	492	607	4.4e-41
PLCD3	C2	661	764	1.7e-15
PLCD3	EF-hand	201	250	2.8e-25
PLCD3	EF-hand_like	246	329	3e-23
PLCD3	PH	73	169	0.02
PLCD3	PI-PLC-X	339	483	2.1e-61
PLCD3	PI-PLC-Y	528	642	8.5e-39
PLCD4	C2	628	730	2.8e-16
PLCD4	EF-hand	153	202	1.9e-24
PLCD4	EF-hand_like	198	283	3.4e-35
PLCD4	PH	20	122	5.9e-07
PLCD4	PI-PLC-X	292	436	1.2e-64
PLCD4	PI-PLC-Y	493	607	1.4e-42
PLCE1	C2	1872	1964	9.7e-08
PLCE1	EF-hand_like	1327	1378	0.00019
PLCE1	PI-PLC-X	1395	1541	2.4e-58
PLCE1	PI-PLC-Y	1753	1843	7.4e-33
PLCE1	RA	2136	2238	6.2e-19
PLCE1	RasGEF	581	716	2e-20
PLCG1	C2	1090	1187	7.5e-15
PLCG1	PH	490	538	0.23
PLCG1	PH	63	141	0.00048
PLCG1	PH	873	929	0.0096
PLCG1	PI-PLC-X	322	465	5e-65
PLCG1	PI-PLC-Y	953	1067	1.5e-37
PLCG1	SH2	550	639	2.5e-24
PLCG1	SH2	668	741	2.6e-20
PLCG1	SH3	797	843	6.9e-14
PLCG2	C2	1062	1161	2.6e-14
PLCG2	PH	56	130	0.00016
PLCG2	PH	849	906	0.41
PLCG2	PI-PLC-X	314	457	6.5e-65
PLCG2	PI-PLC-Y	930	1041	6.6e-36
PLCG2	SH2	532	617	1.9e-26
PLCG2	SH2	646	720	6.6e-19
PLCG2	SH3	775	821	1.7e-14
PLCH1	C2	733	835	1.9e-15
PLCH1	EF-hand	146	209	3.9e-11
PLCH1	EF-hand_like	207	292	1.5e-16
PLCH1	PH	18	127	1.4e-05
PLCH1	PI-PLC-X	301	445	4.4e-63
PLCH1	PI-PLC-Y	601	711	1.3e-39
PLCH2	C2	759	860	2.3e-15
PLCH2	EF-hand	172	236	2.1e-11
PLCH2	EF-hand_like	234	319	4.3e-15
PLCH2	PH	44	154	3.7e-08
PLCH2	PI-PLC-X	328	472	2.2e-63
PLCH2	PI-PLC-Y	626	737	1.3e-39
PLCL1	C2	723	822	4.4e-17
PLCL1	EF-hand_like	310	391	2.1e-14
PLCL1	PH	109	222	3.9e-18
PLCL1	PI-PLC-X	400	543	5.1e-52
PLCL1	PI-PLC-Y	585	698	1.8e-38
PLCL2	C2	755	856	1.3e-15
PLCL2	EF-hand_like	336	419	4.4e-16
PLCL2	PH	137	250	2.6e-21
PLCL2	PI-PLC-X	428	571	1.5e-59
PLCL2	PI-PLC-Y	618	731	2.5e-36
PLCXD1	PI-PLC-X	85	183	2.3e-05
PLCZ1	C2	483	579	2.8e-12
PLCZ1	EF-hand_like	64	147	2.6e-22
PLCZ1	PI-PLC-X	157	300	4.8e-59
PLCZ1	PI-PLC-Y	349	462	2.4e-38
PLD1	PH	222	327	8e-08
PLD1	PLDc	459	486	1e-07
PLD1	PLDc	767	936	4e-09
PLD1	PX	108	207	2.1e-15
PLD2	PH	206	309	0.0062
PLD2	PLDc	438	464	2.8e-06
PLD2	PLDc	627	795	1e-08
PLD2	PX	92	192	2.2e-16
PLD3	PLDc	112	252	7e-17
PLD3	PLDc	226	402	3e-38
PLD3	PLDc	344	468	9.6e-07
PLD4	PLDc	124	265	2e-14
PLD4	PLDc	239	414	7.3e-34
PLD4	PLDc	359	485	6.7e-10
PLD5	PLDc	138	267	3.9e-06
PLD5	PLDc	245	421	2.5e-97
PLD5	PLDc	332	494	0.00035
PLD6	PLDc	84	206	2.6e-27
PLEC	CH	180	282	2.3e-22
PLEC	CH	296	399	7.4e-21
PLEC	Plectin	2828	2866	4.1e-08
PLEC	Plectin	2866	2904	7.5e-14
PLEC	Plectin	2916	2934	0.31
PLEC	Plectin	2942	2980	1e-17
PLEC	Plectin	3161	3194	0.00047
PLEC	Plectin	3194	3232	8.9e-14
PLEC	Plectin	3244	3270	0.083
PLEC	Plectin	3270	3308	1.8e-14
PLEC	Plectin	3487	3525	8e-08
PLEC	Plectin	3525	3563	1.2e-13
PLEC	Plectin	3575	3593	17
PLEC	Plectin	3601	3639	4.4e-17
PLEC	Plectin	3822	3860	3.3e-06
PLEC	Plectin	3860	3898	1.2e-16
PLEC	Plectin	3910	3936	7.4
PLEC	Plectin	3936	3974	9e-13
PLEC	Plectin	4065	4103	1.4e-10
PLEC	Plectin	4103	4141	8.3e-13
PLEC	Plectin	4153	4171	5.9
PLEC	Plectin	4179	4217	7.9e-17
PLEC	Plectin	4280	4308	8.1e-09
PLEC	Plectin	4331	4353	5.9
PLEC	Plectin	4418	4448	0.00038
PLEC	Plectin	4448	4484	9.6e-15
PLEC	Plectin	4489	4516	1.1
PLEC	Plectin	4524	4562	3.3e-11
PLEC	S10_plectin	7	99	1.1e-33
PLEC	SH3	931	996	2.4e-17
PLEC	Spectrin_like	1031	1108	2.5e-24
PLEK2	DEP	142	223	1.1e-15
PLEK2	PH	248	352	1e-14
PLEK2	PH	5	99	3e-16
PLEK	DEP	140	219	3e-16
PLEKHA1	PH	10	112	7e-10
PLEKHA1	PH	192	287	2.3e-18
PLEKHA2	PH	10	112	3.5e-11
PLEKHA2	PH	200	297	2.1e-16
PLEKHA3	PH	1	90	2.2e-12
PLEKHA4	PH	55	152	1.1e-15
PLEKHA5	PH	170	264	1.6e-17
PLEKHA5	WW	12	41	6.2e-05
PLEKHA5	WW	58	87	8.2e-07
PLEKHA6	PH	60	156	1.2e-20
PLEKHA7	PH	166	281	6.6e-19
PLEKHA7	WW	11	40	0.027
PLEKHA7	WW	56	85	7.3e-05
PLEKHA8	GLTP	330	470	1.7e-43
PLEKHA8P1	GLTP	214	354	3.2e-43
PLEKHA8	PH	1	91	3.5e-11
PLEKHB1	PH	23	125	9.3e-08
PLEKHB2	PH	4	105	3.9e-10
PLEKHD1	ERM	289	435	0.0029
PLEKHD1	PH	32	134	3.2e-11
PLEKHF1	FYVE	148	211	1.5e-17
PLEKHF1	PH	39	131	1.7e-09
PLEKHF2	FYVE	148	211	1.5e-18
PLEKHF2	PH	39	130	2e-10
PLEKHG1	PH	336	415	0.00033
PLEKHG1	RhoGEF	117	291	7.6e-45
PLEKHG2	PH	334	408	1.8e-05
PLEKHG2	RhoGEF	106	281	3.1e-39
PLEKHG3	PH	299	332	0.089
PLEKHG3	PH	317	393	2.1e-07
PLEKHG3	RhoGEF	97	270	3.3e-44
PLEKHG4B	PH	1020	1101	0.00079
PLEKHG4B	RhoGEF	809	953	4.3e-28
PLEKHG4	PH	936	1025	0.013
PLEKHG4	RhoGEF	736	897	2.1e-26
PLEKHG5	PH	641	687	0.0087
PLEKHG5	RhoGEF	397	582	1.4e-34
PLEKHG5	UNC-79	6	65	8.7e-05
PLEKHG6	PH	411	470	0.0037
PLEKHG6	RhoGEF	166	351	1.7e-34
PLEKHG7	PH	221	366	1.1e-05
PLEKHG7	RhoGEF	4	148	3.6e-19
PLEKHH1	FERM_M	1108	1230	1.9e-10
PLEKHH1	MyTH4	880	982	1.8e-31
PLEKHH1	PH	580	671	4.5e-17
PLEKHH1	PH	691	792	0.00012
PLEKHH2	FERM_M	1235	1354	2.3e-11
PLEKHH2	MyTH4	1003	1107	2.5e-32
PLEKHH2	PH	705	796	4.7e-17
PLEKHH2	PH	814	915	0.00013
PLEKHH3	FERM_M	512	663	1e-05
PLEKHH3	MyTH4	288	397	3.9e-20
PLEKHH3	PH	97	198	0.0024
PLEKHH3	RA	412	460	0.0001
PLEKHJ1	PH	27	107	4.8e-11
PLEKHM1	PH	544	624	0.0016
PLEKHM1	RUN	50	181	6e-28
PLEKHM1	zf-RING	846	1047	1.8e-66
PLEKHM2	PH	773	872	2.8e-10
PLEKHM2	RUN	75	156	2.4e-13
PLEKHM3	PH	213	303	0.2
PLEKHM3	PH	363	454	8.7e-08
PLEKHM3	zf-RING	529	728	3e-67
PLEKHN1	PH	114	188	0.019
PLEKHN1	PH	236	315	0.53
PLEKHO1	PH	24	131	1.4e-12
PLEKHO2	PH	19	118	5.7e-12
PLEKHS1	PH	27	123	4.8e-06
PLEK	PH	246	347	2e-20
PLEK	PH	6	101	1.4e-20
PLG	Kringle	103	181	8.2e-28
PLG	Kringle	185	262	3.4e-29
PLG	Kringle	275	352	2.1e-29
PLG	Kringle	377	454	1.8e-30
PLG	Kringle	481	560	5.4e-29
PLGLA	PAN	25	96	6.5e-15
PLGLB1	PAN	25	96	2e-14
PLG	PAN	25	96	3.9e-13
PLGRKT	DUF2368	1	134	2.9e-56
PLG	Trypsin	581	803	1e-65
PLIN1	Perilipin	15	413	9e-118
PLIN2	Perilipin	7	408	6e-173
PLIN3	Perilipin	20	424	2.4e-172
PLIN4	Perilipin	1142	1351	7.3e-38
PLIN4	Perilipin	117	158	0.0032
PLIN4	Perilipin	150	197	0.012
PLIN4	Perilipin	171	223	0.096
PLIN4	Perilipin	203	263	0.14
PLIN4	Perilipin	244	297	0.14
PLIN4	Perilipin	272	329	0.13
PLIN4	Perilipin	305	358	0.016
PLIN4	Perilipin	342	391	0.0024
PLIN4	Perilipin	413	451	0.34
PLIN4	Perilipin	443	487	0.015
PLIN4	Perilipin	471	522	0.0095
PLIN4	Perilipin	503	549	0.0062
PLIN4	Perilipin	532	593	0.02
PLIN4	Perilipin	598	662	0.084
PLIN4	Perilipin	630	692	0.11
PLIN4	Perilipin	67	122	2.4e-05
PLIN4	Perilipin	672	720	0.037
PLIN4	Perilipin	700	752	0.019
PLIN4	Perilipin	743	785	0.034
PLIN4	Perilipin	765	837	0.042
PLIN4	Perilipin	830	884	0.13
PLIN4	Perilipin	863	919	0.069
PLIN4	Perilipin	896	952	0.063
PLIN4	Perilipin	929	978	0.069
PLIN4	Perilipin	974	1041	0.00054
PLIN5	Perilipin	16	380	1.3e-130
PLK1	Pkinase	53	305	1.2e-68
PLK1	POLO_box	419	476	1.4e-19
PLK1	POLO_box	517	580	1.2e-18
PLK2	Pkinase	84	334	4.6e-70
PLK2	POLO_box	512	564	1.4e-14
PLK2	POLO_box	609	673	1.3e-17
PLK3	Pkinase	64	314	2.3e-71
PLK3	POLO_box	472	526	2.3e-11
PLK3	POLO_box	569	633	2.3e-15
PLK4	DUF4520	884	925	0.2
PLK4	Pkinase	13	265	1e-70
PLK4	Plk4_PB1	592	697	1e-41
PLK4	Plk4_PB2	699	807	5.9e-37
PLK4	POLO_box	901	952	0.0097
PLK5	Pkinase	1	65	0.00011
PLK5	POLO_box	212	223	11
PLK5	POLO_box	262	289	2.7
PLLP	MARVEL	32	160	9.9e-21
PLN	Phospholamban	1	52	3.2e-35
PLOD1	2OG-FeII_Oxy	640	726	5.4e-06
PLOD1	Anp1	286	346	0.06
PLOD1	Anp1	374	412	0.37
PLOD2	2OG-FeII_Oxy	652	736	1.4e-05
PLOD2	Anp1	298	352	3.9
PLOD2	Anp1	382	423	0.021
PLOD3	2OG-FeII_Oxy	652	737	2e-05
PLP1	Myelin_PLP	5	273	1.5e-101
PLP2	MARVEL	21	130	1.1e-12
PLPBP	Ala_racemase_N	33	250	2.6e-22
PLPP1	PAP2	104	247	1.2e-26
PLPP2	Form_Nir_trans	50	107	33
PLPP2	PAP2	101	244	7.2e-27
PLPP3	PAP2	131	276	1.4e-27
PLPP4	PAP2	85	226	2.1e-28
PLPP5	PAP2	91	232	1.7e-31
PLPP6	PAP2	166	270	2.4e-16
PLPP7	PAP2	145	250	2.1e-12
PLPPR1	PAP2	130	274	1.8e-20
PLPPR2	PAP2	131	286	1.2e-15
PLPPR3	PAP2	137	277	1.2e-13
PLPPR4	PAP2	182	322	1.3e-16
PLPPR5	PAP2	124	273	5.7e-22
PLRG1	BBS2_Mid	468	498	8.6
PLRG1	WD40	195	232	2.3e-09
PLRG1	WD40	237	274	6e-05
PLRG1	WD40	279	316	1.6e-05
PLRG1	WD40	323	358	7.3e-05
PLRG1	WD40	405	440	0.0011
PLS1	CH	123	236	1.2e-25
PLS1	CH	267	376	4.2e-20
PLS1	CH	397	503	3.6e-16
PLS1	CH	518	623	6.8e-18
PLS1	EF-hand	14	81	9.5e-12
PLS3	CH	124	237	8.4e-25
PLS3	CH	268	378	6.2e-21
PLS3	CH	399	505	8.6e-17
PLS3	CH	521	626	1.2e-19
PLS3	EF-hand	15	82	4.7e-11
PLSCR1	Scramblase	86	306	1.1e-98
PLSCR2	Scramblase	75	295	1.4e-89
PLSCR3	Scramblase	64	284	1e-86
PLSCR4	Scramblase	100	322	2.6e-89
PLSCR5	Scramblase	47	265	3.6e-76
PLTP	LBP_BPI_CETP	30	198	7.2e-39
PLTP	LBP_BPI_CETP_C	229	464	5.1e-83
PLVAP	PV-1	2	440	8.1e-257
PLXDC1	PSI	303	347	2.2e-05
PLXDC2	PSI	327	372	1.4e-06
PLXNA1	Plexin_cytopl	1318	1866	5.5e-253
PLXNA1	PSI	514	558	7.5e-09
PLXNA1	PSI	660	693	0.00016
PLXNA1	PSI	809	853	6e-05
PLXNA1	Sema	53	492	1.1e-70
PLXNA1	TIG	1048	1144	2.2e-09
PLXNA1	TIG	1166	1229	3.3e-07
PLXNA1	TIG	713	807	7.5e-30
PLXNA1	TIG	864	958	4.8e-09
PLXNA1	TIG	961	1044	1.4e-12
PLXNA1	TIG_plexin	569	659	1.8e-19
PLXNA2	Plexin_cytopl	1311	1863	1.9e-253
PLXNA2	PSI	510	559	2.3e-10
PLXNA2	PSI	655	692	0.00034
PLXNA2	PSI	804	855	8.9e-05
PLXNA2	Sema	52	488	3.8e-68
PLXNA2	TIG	1041	1139	1.2e-10
PLXNA2	TIG	1157	1223	2.7e-07
PLXNA2	TIG	708	802	1.7e-31
PLXNA2	TIG	858	950	4.4e-07
PLXNA2	TIG	954	1037	9.6e-13
PLXNA2	TIG_plexin	565	654	8.1e-20
PLXNA3	Plexin_cytopl	1293	1841	9.3e-246
PLXNA3	PSI	490	530	2.4e-08
PLXNA3	PSI	637	678	4.5e-05
PLXNA3	PSI	788	833	0.00052
PLXNA3	Sema	35	469	1.2e-63
PLXNA3	TIG	1023	1121	6.9e-10
PLXNA3	TIG	1141	1200	6.8e-06
PLXNA3	TIG	691	784	4.8e-27
PLXNA3	TIG	840	927	1.3e-07
PLXNA3	TIG	935	1019	5.7e-10
PLXNA3	TIG_plexin	546	636	7.2e-16
PLXNA4	Plexin_cytopl	1311	1864	4.4e-258
PLXNA4	PSI	509	558	1.4e-09
PLXNA4	PSI	655	692	4.4e-05
PLXNA4	PSI	804	844	0.00028
PLXNA4	Sema	53	487	1.2e-68
PLXNA4	TIG	1040	1138	1.4e-06
PLXNA4	TIG	1156	1218	1.4e-05
PLXNA4	TIG	709	802	4.7e-33
PLXNA4	TIG	858	942	6.8e-08
PLXNA4	TIG	955	1036	7.8e-14
PLXNA4	TIG_plexin	564	654	1.2e-18
PLXNB1	Plexin_cytopl	1562	2102	2.1e-226
PLXNB1	PSI	1022	1060	0.0022
PLXNB1	PSI	481	529	5.3e-11
PLXNB1	PSI	640	670	0.0047
PLXNB1	Sema	37	459	4.5e-55
PLXNB1	TIG	1070	1136	2.2e-08
PLXNB1	TIG	1162	1248	1.3e-10
PLXNB1	TIG	1252	1374	4.4e-06
PLXNB1	TIG	1396	1470	0.042
PLXNB1	TIG	922	1020	9.5e-21
PLXNB1	TIG_plexin	541	627	2.7e-19
PLXNB2	Plexin_cytopl	1271	1805	1.6e-216
PLXNB2	PSI	469	518	7.8e-09
PLXNB2	PSI	627	650	1.2
PLXNB2	PSI	759	798	0.00076
PLXNB2	Sema	36	445	1.2e-56
PLXNB2	TIG	673	744	5
PLXNB2	TIG	803	892	8.7e-09
PLXNB2	TIG	898	967	2.3e-09
PLXNB2	TIG	983	1091	1.9e-11
PLXNB2	TIG_plexin	525	613	2.9e-15
PLXNB3	Plexin_cytopl	1327	1876	2.6e-219
PLXNB3	PSI	474	525	1.3e-09
PLXNB3	PSI	633	664	0.011
PLXNB3	PSI	791	823	0.016
PLXNB3	Sema	56	451	5.2e-43
PLXNB3	TIG	1016	1128	0.91
PLXNB3	TIG	1165	1242	9.8e-07
PLXNB3	TIG	690	786	4.2e-19
PLXNB3	TIG	835	924	2.5e-08
PLXNB3	TIG	927	1011	8.7e-10
PLXNB3	TIG_plexin	533	619	5.8e-21
PLXNC1	Plexin_cytopl	1013	1306	1.1e-98
PLXNC1	Plexin_cytopl	1311	1535	1.1e-99
PLXNC1	PSI	454	507	1.9e-10
PLXNC1	PSI	591	635	0.00018
PLXNC1	TIG	664	746	2.8e-05
PLXNC1	TIG	754	840	3.9e-06
PLXND1	Plexin_cytopl	1345	1661	8e-123
PLXND1	Plexin_cytopl	1667	1888	2.5e-109
PLXND1	PSI	549	601	1.1e-07
PLXND1	PSI	702	753	2.5e-06
PLXND1	Sema	62	524	2.6e-44
PLXND1	TIG	1069	1143	1.1e-08
PLXND1	TIG	1209	1262	0.3
PLXND1	TIG	891	971	5.1e-09
PLXND1	TIG	981	1063	6.3e-10
PLXND1	TIG_plexin	625	700	4.6e-07
PM20D1	Peptidase_M20	121	488	1.5e-33
PM20D2	Peptidase_M20	119	389	1.5e-07
PMAIP1	PMAIP1	1	54	3.3e-36
PMCHL1	Pro-MCH	4	86	3.5e-45
PMCHL2	Pro-MCH	4	86	6.1e-45
PMCH	Pro-MCH	84	165	6.7e-48
PMEL	PKD	233	300	2.3e-10
PMF1	Nnf1	74	171	4.5e-22
PMIS2	CD225	68	145	1.8e-08
PML	DUF3583	240	570	8.1e-183
PML	zf-B_box	127	166	7.5e-08
PML	zf-B_box	189	223	1
PML	zf-C3HC4	56	94	8.9e-05
PMM1	PMM	36	255	2.5e-112
PMM2	PMM	28	245	3.5e-114
PMP22	PMP22_Claudin	1	153	3.5e-52
PMP2	Lipocalin	7	131	2.1e-25
PMPCA	Peptidase_M16	77	226	6.5e-45
PMPCA	Peptidase_M16_C	232	431	3.1e-41
PMPCB	Peptidase_M16	68	214	2.4e-57
PMPCB	Peptidase_M16_C	220	404	4.5e-36
PMS1	DNA_mis_repair	211	336	2.6e-26
PMS1	HATPase_c	20	117	1.3e-10
PMS1	HMG_box	571	637	4.1e-14
PMS2	DNA_mis_repair	265	359	1.7e-22
PMS2	HATPase_c	34	140	5.7e-12
PMS2	MutL_C	678	822	2e-30
PMS2P11	HATPase_c	180	232	6e-07
PMS2P1	HATPase_c	235	330	2.1e-09
PMS2P2	HATPase_c	96	197	2.5e-07
PMS2P3	HATPase_c	109	163	2e-09
PMS2P3	KRAB	7	48	1.8e-23
PMVK	P-mevalo_kinase	14	123	4.6e-48
PNCK	Pkinase	15	270	5.1e-75
PNISR	PNISR	223	391	3.2e-53
PNKD	HAGH_C	292	380	1.8e-19
PNKD	Lactamase_B	155	291	2.6e-09
PNKP	AAA	367	399	2.5e-06
PNKP	AAA	402	489	2.8e-10
PNKP	FHA	11	107	2e-26
PNKP	PNK3P	166	328	1.7e-54
PNLDC1	CAF1	15	362	9.9e-72
PNLIP	Lipase	17	352	6.4e-159
PNLIP	PLAT	357	456	2e-15
PNLIPRP1	Lipase	18	353	7.6e-154
PNLIPRP1	PLAT	358	460	1.2e-15
PNLIPRP2	Lipase	18	354	8.7e-161
PNLIPRP2	PLAT	359	460	2.3e-18
PNLIPRP3	Lipase	18	352	9.1e-115
PNLIPRP3	PLAT	360	458	3.4e-05
PNMA1	PNMA	1	324	2.9e-139
PNMA2	PNMA	1	328	1.6e-131
PNMA3	PNMA	1	326	4.7e-138
PNMA3	zf-CCHC	414	427	0.016
PNMA5	PNMA	1	322	9.3e-136
PNMA6A	PNMA	1	319	2.7e-119
PNMA6E	Collagen	236	293	0.00022
PNMA6E	PNMA	1	125	1.6e-50
PNMA6E	PNMA	290	484	2.7e-56
PNMA6F	PNMA	1	126	1.8e-48
PNMA6F	PNMA	218	417	1.5e-61
PNMA8A	PNMA	5	363	2.2e-121
PNMA8B	PNMA	1	139	1.6e-39
PNMA8C	PNMA	8	136	5.4e-47
PNMT	NNMT_PNMT_TEMT	15	279	1.4e-99
PNN	Pinin_SDK_memA	136	260	6.4e-32
PNN	Pinin_SDK_N	1	132	6.5e-60
PNO1	KH	178	225	0.0011
PNO1	KH	82	150	0.00044
PNOC	Opiods_neuropep	20	66	1.6e-17
PNPLA1	Patatin	136	177	0.0038
PNPLA1	Patatin	17	66	3.2e-06
PNPLA2	Patatin	11	176	1.1e-14
PNPLA3	Patatin	10	177	2.8e-13
PNPLA4	Patatin	6	174	8.6e-15
PNPLA5	Patatin	12	178	2.3e-14
PNPLA6	cNMP_binding	214	307	1e-13
PNPLA6	cNMP_binding	532	617	3.9e-16
PNPLA6	cNMP_binding	650	728	8.3e-16
PNPLA6	Patatin	981	1146	6.2e-23
PNPLA7	cNMP_binding	164	258	2.7e-10
PNPLA7	cNMP_binding	479	565	4e-14
PNPLA7	cNMP_binding	595	678	2.9e-16
PNPLA7	Patatin	928	1093	3e-20
PNPLA8	Patatin	445	639	2.5e-23
PNPO	PNP_phzG_C	206	261	9.5e-18
PNPO	Putative_PNPOx	73	153	1.6e-25
PNP	PNP_UDP	27	276	4.4e-51
PNPT1	KH	608	665	6.2e-07
PNPT1	PNPase	285	363	4.6e-08
PNPT1	RNase_PH	367	501	1.4e-20
PNPT1	RNase_PH	54	183	3e-16
PNPT1	RNase_PH_C	186	250	5.6e-12
PNPT1	RNase_PH_C	505	579	0.015
PNPT1	S1	678	750	0.00038
PNRC1	PNRC	279	297	3.9e-05
PNRC2	PNRC	93	111	4.6e-06
POC1A	WD40	12	46	4.9e-07
POC1A	WD40	137	173	1.1e-09
POC1A	WD40	178	215	2.3e-08
POC1A	WD40	221	255	5.7e-05
POC1A	WD40	261	299	3.6e-05
POC1A	WD40	56	88	5.8e-11
POC1A	WD40	97	130	1.1e-05
POC1B	WD40	13	46	4.3e-06
POC1B	WD40	138	172	7.4e-09
POC1B	WD40	219	254	1e-07
POC1B	WD40	261	297	2.8e-05
POC1B	WD40	56	87	9.5e-09
POC1B	WD40	96	130	5e-08
PODNL1	LRR	146	207	8.3e-06
PODNL1	LRR	199	231	0.0012
PODNL1	LRR	216	278	2.9e-13
PODNL1	LRR	267	302	0.00052
PODNL1	LRR	287	349	2e-06
PODNL1	LRR	358	420	5.3e-09
PODNL1	LRR	430	482	7e-08
PODNL1	LRR	77	136	8.4e-08
PODN	LRR	121	158	5.1e-05
PODN	LRR	146	185	0.02
PODN	LRR	169	203	0.49
PODN	LRR	191	234	0.00011
PODN	LRR	238	300	9.1e-17
PODN	LRR	289	325	0.012
PODN	LRR	310	345	0.00068
PODN	LRR	334	374	0.007
PODN	LRR	380	442	7.3e-12
PODN	LRR	451	513	2.5e-10
PODN	LRR	502	536	0.00034
PODN	LRR	523	582	1.2e-09
PODN	LRR	97	132	2.4e-05
PODN	LRRNT	68	95	0.0023
PODXL2	CD34_antigen	393	605	8e-77
PODXL	CD34_antigen	358	558	1.2e-62
POF1B	ATG16	333	436	0.026
POF1B	KASH_CCD	385	531	0.00055
POFUT1	O-FucT	34	368	6.5e-78
POFUT2	O-FucT	45	399	3.4e-68
POGK	BrkDBD	195	247	2.1e-25
POGK	DDE	396	567	3.1e-43
POGK	HTH_Tnp_Tc5	260	322	4e-13
POGK	KRAB	49	86	2.6e-15
POGLUT1	Glyco_transf	50	388	1e-121
POGLUT2	Filamin	28	126	9.3e-15
POGLUT2	Glyco_transf	150	484	1.4e-114
POGLUT3	Filamin	28	130	5.2e-09
POGLUT3	Glyco_transf	153	486	1.5e-86
POGZ	DDE	1160	1286	1.8e-10
POGZ	HTH_Tnp_Tc5	1026	1082	4.3e-09
POGZ	zf-C2H2	494	516	0.23
POGZ	zf-C2H2	531	553	0.15
POGZ	zf-C2H2	621	641	0.16
POLA1	DNA_pol_alpha_N	35	96	2.9e-17
